,singer,sing,count,production,dist,time,sex,active_type
5123,숀 (SHAUN),Way Back Home,4731320,디씨톰엔터테인먼트,Warner Music,2019.11.24~2019.11.30,남성,솔로
5124,아이유 (IU),미리 메리 크리스마스 (Feat. 천둥),4678613,카카오 M,카카오 M,2019.11.24~2019.11.30,여성,솔로
5125,Josh Gad,When I Am Older,4642234,Walt Disney Records,Universal Music,2019.11.24~2019.11.30,남성,솔로
5126,Jeremy Zucker,comethru,4623548,Universal Music,Universal Music,2019.11.24~2019.11.30,남성,솔로
5127,비와이(BewhY),가라사대,4557863,Dejavu Group,카카오 M,2019.11.24~2019.11.30,남성,솔로
5128,크러쉬 (CRUSH),나빠(NAPPA),4542660,피네이션,Dreamus,2019.11.24~2019.11.30,남성,솔로
5129,기리보이(Giriboy),"아퍼 (Feat. Kid Milli, Lil tachi, 김승민, N...",4513556,린치핀뮤직,카카오 M,2019.11.24~2019.11.30,남성,솔로
5130,엔플라잉 (N.Flying),옥탑방,4492646,FNC엔터테인먼트,카카오 M,2019.11.24~2019.11.30,남성,밴드
5131,엠씨더맥스 (M.C The Max),넘쳐흘러,4473983,325 이엔씨,카카오 M,2019.11.24~2019.11.30,남성,밴드
5132,마마무(Mamamoo),우린 결국 다시 만날 운명이었지 (Destiny),4457304,Stone Music Entertainment,지니뮤직,2019.11.24~2019.11.30,여성,그룹
5133,박효신,Goodbye,4430458,글러브엔터테인먼트,카카오 M,2019.11.24~2019.11.30,남성,솔로
5134,적재,잘 지내,4331399,적재스튜디오,카카오 M,2019.11.24~2019.11.30,남성,솔로
5135,Maroon 5,Memories,4227074,222 Records/Interscope Records,Universal Music,2019.11.24~2019.11.30,남성,밴드
5136,"스윙스(Swings), Kid Milli, 매드 클라운","담아 (Feat. 염따, pH-1) (Prod. BOYCOLD)",4209259,Stone Music Entertainment,지니뮤직,2019.11.24~2019.11.30,남성,솔로
5137,악동뮤지션 (AKMU),달,4172780,YG Entertainment,YG PLUS,2019.11.24~2019.11.30,혼성,듀엣
5138,"먼데이 키즈 (Monday Kiz), 펀치 (Punch)",Another Day,4124113,냠냠엔터테인먼트,카카오 M,2019.11.24~2019.11.30,혼성,프로젝트
5139,다이나믹 듀오 (Dynamic Duo),그걸로 됐어,4030934,아메바컬쳐,"지니뮤직, Stone Music Entertainment",2019.11.24~2019.11.30,남성,그룹
5140,존박,이상한 사람,4014482,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,2019.11.24~2019.11.30,남성,솔로
5141,볼빨간사춘기,"나만, 봄",3986159,쇼파르뮤직,카카오 M,2019.11.24~2019.11.30,여성,솔로
5142,방탄소년단,소우주 (Mikrokosmos),3921779,빅히트 엔터테인먼트,Dreamus,2019.11.24~2019.11.30,남성,그룹
5143,Ariana Grande,"thank u, next",3887972,"Republic Records, a division of UMG Recordings,Inc",Universal Music,2019.11.24~2019.11.30,여성,솔로
5144,Ed Sheeran,Shape of You,3849708,Atlantic Records UK,Warner Music,2019.11.24~2019.11.30,남성,솔로
5145,청하,벌써 12시,3808589,MNH Entertainment,"지니뮤직, Stone Music Entertainment",2019.11.24~2019.11.30,여성,솔로
5146,Dua Lipa,Don`t Start Now,3725316,Warner Records,Warner Music,2019.11.24~2019.11.30,여성,솔로
5147,Charlie Puth,Attention,3692646,Artist Partners,Warner Music,2019.11.24~2019.11.30,남성,솔로
5148,"Marshmello, Anne-Marie",FRIENDS,3674113,Atlantic Records UK,Warner Music,2019.11.24~2019.11.30,혼성,프로젝트
5149,닐로 (Nilo),지나오다,3639960,닐로 컴퍼니,퍼플파인 엔터테인먼트,2019.11.24~2019.11.30,남성,솔로
5150,에일리 (Ailee),첫눈처럼 너에게 가겠다,3606358,"Stone Music Entertainment, 화앤담픽쳐스","지니뮤직, Stone Music Entertainment",2019.11.24~2019.11.30,여성,솔로
5151,"박혜나, Aurora",숨겨진 세상 (겨울왕국 2),3606118,Walt Disney Records,Universal Music,2019.11.24~2019.11.30,여성,프로젝트
5152,Billie Eilish,everything i wanted,3593899,"Darkroom, Interscope Records",Universal Music,2019.11.24~2019.11.30,여성,솔로
5153,Troye Sivan,Youth,3553795,Universal Music,Universal Music,2019.11.24~2019.11.30,남성,솔로
5154,아이유 (IU),삐삐,3537371,카카오 M,카카오 M,2019.11.24~2019.11.30,여성,솔로
5155,김나영,그 무렵,3487382,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,2019.11.24~2019.11.30,여성,솔로
5156,김필,겨울이 오면,3473661,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,2019.11.24~2019.11.30,남성,솔로
5157,폴킴,초록빛,3453216,뉴런뮤직,카카오 M,2019.11.24~2019.11.30,남성,솔로
5158,Kiana Lede,EX,3384368,"Republic Records, a division of UMG Recordings,Inc",Universal Music,2019.11.24~2019.11.30,여성,솔로
5159,윤하,비가 내리는 날에는,3357226,C9엔터테인먼트,카카오 M,2019.11.24~2019.11.30,여성,솔로
5160,"Alan Walker, Sabrina Carpenter, Farruko",On My Way,3354220,MER Recordings,Sony Music,2019.11.24~2019.11.30,남성,프로젝트
5161,"Ed Sheeran, Justin Bieber",I Don`t Care,3345299,Atlantic Records UK,Warner Music,2019.11.24~2019.11.30,남성,프로젝트
5162,"Mena Massoud, Naomi Scott",A Whole New World,3345084,"Disney Enterprises,Inc.",Universal Music,2019.11.24~2019.11.30,혼성,그룹
5163,펀치넬로 (punchnello),낙서 (Feat. 백예린) (Prod. by WOOGIE),3326896,AOMG,카카오 M,2019.11.24~2019.11.30,남성,솔로
5164,Charlie Puth,One Call Away,3299794,Artist Partners,Warner Music,2019.11.24~2019.11.30,남성,솔로
5165,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)",크리스마스니까,3280050,젤리피쉬 엔터테인먼트,Stone Music Entertainment,2019.11.24~2019.11.30,남성,프로젝트
5166,유산슬,합정역 5번 출구,3196828,MBC,YG PLUS,2019.11.24~2019.11.30,남성,솔로
5167,노을,너는 어땠을까,3196082,씨제스엔터테인먼트,카카오 M,2019.11.24~2019.11.30,남성,그룹
5168,헤이즈 (Heize),We don`t talk together (Feat. 기리보이) (P...,3136856,"Stone Music Entertainment, Studio blu",지니뮤직,2019.11.24~2019.11.30,여성,솔로
5169,Idina Menzel,Let It Go,3133951,Walt Disney Records,Universal Music,2019.11.24~2019.11.30,여성,솔로
5170,EXO,嗜 (Obsession),3120118,SM Entertainment,Dreamus,2019.11.24~2019.11.30,남성,그룹
5171,Ruel,Painkiller,3113070,Rca Records Label,Sony Music,2019.11.24~2019.11.30,남성,솔로
5172,양다일,고백,3099574,브랜뉴뮤직,카카오 M,2019.11.24~2019.11.30,남성,솔로
5173,아이유 (IU),이름에게,3096330,"페이브엔터테인먼트,카카오 M",카카오 M,2019.11.24~2019.11.30,여성,솔로
5174,볼빨간사춘기,여행,3073614,쇼파르뮤직,카카오 M,2019.11.24~2019.11.30,여성,솔로
5175,MC몽,온도 (Feat. 수란),3041365,밀리언마켓,Dreamus,2019.11.24~2019.11.30,남성,솔로
5176,기리보이(Giriboy),이혼서류,3014162,린치핀뮤직,카카오 M,2019.11.24~2019.11.30,남성,솔로
5177,레드벨벳(Red Velvet),음파음파 (Umpah Umpah),3010498,SM Entertainment,Dreamus,2019.11.24~2019.11.30,여성,그룹
5178,Ariana Grande,7 rings,2994559,"Republic Records, a division of UMG Recordings,Inc",Universal Music,2019.11.24~2019.11.30,여성,솔로
5179,Alan Walker,"All Falls Down (Feat. Noah Cyrus, Digi...",2988154,MER Musikk,Sony Music,2019.11.24~2019.11.30,남성,솔로
5180,황인욱,취하고 싶다 (Prod. By 전태익),2968969,678 MUSIC,뮤직파운드,2019.11.24~2019.11.30,남성,솔로
5181,멜로망스(Melomance),선물,2960325,"민트페이퍼, 광합성",카카오 M,2019.11.24~2019.11.30,남성,듀엣
5182,Pink Sweat$,Honesty,2944200,"Human Re Sources, LLC",Warner Music,2019.11.24~2019.11.30,남성,솔로
5183,벤 (Ben),180도,2939459,메이저나인,지니뮤직,2019.11.24~2019.11.30,여성,솔로
5184,"Khalid, Disclosure",Talk,2937904,"Right Hand Music Group, LLC/RCA Records",Sony Music,2019.11.24~2019.11.30,남성,솔로
5185,BLACKPINK,Kill This Love,2906688,YG Entertainment,YG PLUS,2019.11.24~2019.11.30,여성,그룹
5186,바이브 (Vibe),가을 타나 봐,2893568,메이저나인,지니뮤직,2019.11.24~2019.11.30,남성,그룹
5187,브라운 아이드 걸스,원더우먼,2865468,"에이팝, 미스틱스토리",카카오 M,2019.11.24~2019.11.30,여성,그룹
5188,임한별,이별하러 가는 길,2849481,모스트웍스,카카오 M,2019.11.24~2019.11.30,남성,솔로
5189,벤 (Ben),열애중,2838543,메이저나인,지니뮤직,2019.11.24~2019.11.30,여성,솔로
5190,장덕철,싫다,2813091,너만 들려주는 음악,Warner Music,2019.11.24~2019.11.30,남성,그룹
5191,창모 (CHANGMO),METEOR,2806314,앰비션뮤직,"지니뮤직, Stone Music Entertainment",2019.11.24~2019.11.30,남성,솔로
5192,TWICE,YES or YES,2758584,JYP Entertainment,Dreamus,2019.11.24~2019.11.30,여성,그룹
5193,케이윌 (K.Will),내 생에 아름다운,2741611,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,2019.11.24~2019.11.30,남성,솔로
5194,장덕철,그날처럼,2737896,리메즈,카카오 M,2019.11.24~2019.11.30,남성,그룹
5195,Jonathan Groff,Reindeer(s) Are Better Than People (Co...,2718337,Walt Disney Records,Universal Music,2019.11.24~2019.11.30,남성,솔로
5196,태연 (TAEYEON),Here I Am,2717769,SM Entertainment,Dreamus,2019.11.24~2019.11.30,여성,솔로
5197,X1 (엑스원),FLASH,2708094,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",2019.11.24~2019.11.30,남성,그룹
5198,Camila Cabello,Havana (Feat. Young Thug),2703334,Syco Music/Epic,Sony Music,2019.11.24~2019.11.30,여성,솔로
5199,Adele,Someone Like You,2696606,XL Recordings,강앤뮤직,2019.11.24~2019.11.30,여성,솔로
5200,아이유 (IU),Blueming,49023057,카카오 M,카카오 M,2019.12.01~2019.12.07,여성,솔로
5201,"Idina Menzel, AURORA",Into the Unknown,39830989,Walt Disney Records,Universal Music,2019.12.01~2019.12.07,여성,프로젝트
5202,노을,늦은 밤 너의 집 앞 골목길에서,39142427,씨제스엔터테인먼트,카카오 M,2019.12.01~2019.12.07,남성,그룹
5203,"김나영, 양다일",헤어진 우리가 지켜야 할 것들,37688708,"네버랜드엔터테인먼트, 브랜뉴뮤직",카카오 M,2019.12.01~2019.12.07,혼성,프로젝트
5204,다비치,나의 오랜 연인에게,37178059,Stone Music Entertainment,지니뮤직,2019.12.01~2019.12.07,여성,듀엣
5205,아이유 (IU),Love poem,35788690,카카오 M,카카오 M,2019.12.01~2019.12.07,여성,솔로
5206,마마무 (Mamamoo),HIP,33060207,RBW,카카오 M,2019.12.01~2019.12.07,여성,그룹
5207,악동뮤지션 (AKMU),"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",28356204,YG Entertainment,YG PLUS,2019.12.01~2019.12.07,혼성,듀엣
5208,바이브 (Vibe),이 번호로 전화해줘,25426005,메이저나인,지니뮤직,2019.12.01~2019.12.07,남성,그룹
5209,장범준,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,25216602,"Stone Music Entertainment, 삼화네트웍스","지니뮤직, Stone Music Entertainment",2019.12.01~2019.12.07,남성,솔로
5210,"Idina Menzel, Evan Rachel Wood",Show Yourself,24003233,Walt Disney Records,Universal Music,2019.12.01~2019.12.07,여성,프로젝트
5211,아이유 (IU),시간의 바깥,22440333,카카오 M,카카오 M,2019.12.01~2019.12.07,여성,솔로
5212,정승환,십이월 이십오일의 고백,21973516,안테나뮤직,카카오 M,2019.12.01~2019.12.07,남성,솔로
5213,임재현,조금 취했어 (Prod. 2soo),21189846,"엔에스씨컴퍼니, 디원미디어",카카오 M,2019.12.01~2019.12.07,남성,솔로
5214,송하예,새 사랑,20804443,더하기미디어,카카오 M,2019.12.01~2019.12.07,여성,솔로
5215,EXO,Obsession,20547841,SM Entertainment,Dreamus,2019.12.01~2019.12.07,남성,그룹
5216,MC몽,"인기 (Feat. 송가인, 챈슬러)",19877618,밀리언마켓,Dreamus,2019.12.01~2019.12.07,남성,솔로
5217,전상근,사랑이란 멜로는 없어,19659490,스튜디오 오드리,카카오 M,2019.12.01~2019.12.07,남성,솔로
5218,폴킴,안녕,19105640,냠냠엔터테인먼트,카카오 M,2019.12.01~2019.12.07,남성,솔로
5219,"염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉Dingo X DAMOIM (Part 2)","아마두 (Feat. 우원재, 김효은, 넉살, Huckleberry P...",18308156,"AOMG, 딩고뮤직, Hi-Lite Records, ILLIONAIRE RECORDS, VMC, YUMDDA",Dreamus,2019.12.01~2019.12.07,남성,프로젝트
5220,마크툽 (Maktub),오늘도 빛나는 너에게 (To You My Light) (Feat.이라...,18283687,MAKTUB Company,Warner Music,2019.12.01~2019.12.07,남성,솔로
5221,태연 (TAEYEON),불티 (Spark),18252977,SM Entertainment,Dreamus,2019.12.01~2019.12.07,여성,솔로
5222,장덕철,있어줘요,17340881,리메즈,카카오 M,2019.12.01~2019.12.07,남성,그룹
5223,아이유 (IU),unlucky,17307302,카카오 M,카카오 M,2019.12.01~2019.12.07,여성,솔로
5224,HYNN(박혜원),시든 꽃에 물을 주듯,16621547,엔터테인먼트뉴오더,카카오 M,2019.12.01~2019.12.07,여성,솔로
5225,태연 (TAEYEON),숨겨진 세상 (Into the Unknown End Credit Ve...,16263239,Walt Disney Records,Universal Music,2019.12.01~2019.12.07,여성,솔로
5226,송하예,니 소식,15430991,더하기미디어,카카오 M,2019.12.01~2019.12.07,여성,솔로
5227,황인욱,포장마차,15290750,How엔터테인먼트,NHN벅스,2019.12.01~2019.12.07,남성,솔로
5228,Anne-Marie,2002,14933134,Atlantic Records UK,Warner Music,2019.12.01~2019.12.07,여성,솔로
5229,박진영,"FEVER (Feat. 수퍼비, BIBI)",14156897,JYP Entertainment,Dreamus,2019.12.01~2019.12.07,남성,솔로
5230,황인욱,이별주,14028320,How엔터테인먼트,NHN벅스,2019.12.01~2019.12.07,남성,솔로
5231,폴킴,"모든 날, 모든 순간 (Every day, Every Moment)",13885087,SM Entertainment,Dreamus,2019.12.01~2019.12.07,남성,솔로
5232,볼빨간사춘기,워커홀릭,13767919,쇼파르뮤직,카카오 M,2019.12.01~2019.12.07,여성,솔로
5233,아이유 (IU),그 사람,13346652,카카오 M,카카오 M,2019.12.01~2019.12.07,여성,솔로
5234,임재현,사랑에 연습이 있었다면 (Prod. 2soo),13133971,"엔에스씨컴퍼니, 디원미디어",카카오 M,2019.12.01~2019.12.07,남성,솔로
5235,거미,기억해줘요 내 모든 날과 그때를,13002636,냠냠엔터테인먼트,카카오 M,2019.12.01~2019.12.07,여성,솔로
5236,방탄소년단,작은 것들을 위한 시 (Boy With Luv) (Feat. Hals...,12991005,빅히트 엔터테인먼트,Dreamus,2019.12.01~2019.12.07,남성,그룹
5237,Mariah Carey,All I Want For Christmas Is You,12977541,Columbia/Legacy,Sony Music,2019.12.01~2019.12.07,여성,솔로
5238,HYNN(박혜원),차가워진 이 바람엔 우리가 써있어(Bad Love),12958590,엔터테인먼트뉴오더,카카오 M,2019.12.01~2019.12.07,여성,솔로
5239,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼,12352676,먼데이키즈 컴퍼니,카카오 M,2019.12.01~2019.12.07,남성,솔로
5240,V.O.S,다시 만날까 봐,12324415,J-SOUL COMPANY,카카오 M,2019.12.01~2019.12.07,남성,그룹
5241,아이유 (IU),자장가,12217766,카카오 M,카카오 M,2019.12.01~2019.12.07,여성,솔로
5242,"Shawn Mendes, Camila Cabello",Senorita,12077185,"Island Records, a division of UMG Recordings, Inc.",Universal Music,2019.12.01~2019.12.07,혼성,프로젝트
5243,Billie Eilish,bad guy,12054289,"Darkroom, Interscope Records",Universal Music,2019.12.01~2019.12.07,여성,솔로
5244,(여자)아이들,LION,11995033,Stone Music Entertainment,지니뮤직,2019.12.01~2019.12.07,여성,그룹
5245,폴킴,허전해,11752281,뉴런뮤직,카카오 M,2019.12.01~2019.12.07,남성,솔로
5246,케이시 (Kassy),가을밤 떠난 너,11723687,넥스타엔터테인먼트,카카오 M,2019.12.01~2019.12.07,여성,솔로
5247,"장혜진, 윤민수",술이 문제야,11665903,젤리피쉬 엔터테인먼트,"지니뮤직, Stone Music Entertainment",2019.12.01~2019.12.07,혼성,프로젝트
5248,폴킴,너를 만나,11646601,뉴런뮤직,카카오 M,2019.12.01~2019.12.07,남성,솔로
5249,Ariana Grande,Santa Tell Me,11565845,"Republic Records, a division of UMG Recordings,Inc",Universal Music,2019.12.01~2019.12.07,여성,솔로
5250,MC몽,샤넬 (Feat. 박봄),11035061,밀리언마켓,Dreamus,2019.12.01~2019.12.07,남성,솔로
5251,태연 (TAEYEON),그대라는 시,11010189,냠냠엔터테인먼트,카카오 M,2019.12.01~2019.12.07,여성,솔로
5252,AOA,날 보러 와요 (Come See Me),10985686,FNC엔터테인먼트,카카오 M,2019.12.01~2019.12.07,여성,그룹
5253,"Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Cast of Frozen 2Frozen 2 (겨울왕국 2 OST)",Some Things Never Change,10618966,Walt Disney Records,Universal Music,2019.12.01~2019.12.07,혼성,프로젝트
5254,TWICE,Feel Special,10584818,JYP Entertainment,Dreamus,2019.12.01~2019.12.07,여성,그룹
5255,태연 (TAEYEON),사계 (Four Seasons),10434107,SM Entertainment,Dreamus,2019.12.01~2019.12.07,여성,솔로
5256,"창모, Hash Swan, ASH ISLAND, 김효은",BAND,10091839,앰비션뮤직,"지니뮤직, Stone Music Entertainment",2019.12.01~2019.12.07,남성,프로젝트
5257,휘인,헤어지자 (Prod. 정키),9996331,RBW,카카오 M,2019.12.01~2019.12.07,여성,솔로
5258,폴킴,마음,9880617,뉴런뮤직,카카오 M,2019.12.01~2019.12.07,남성,솔로
5259,Lauv,Paris In The Rain,9707981,뮤직테이블,NHN벅스,2019.12.01~2019.12.07,남성,솔로
5260,펀치 (Punch),영화 속에 나오는 주인공처럼,9659758,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,2019.12.01~2019.12.07,여성,솔로
5261,창모 (CHANGMO),METEOR,9590449,앰비션뮤직,"지니뮤직, Stone Music Entertainment",2019.12.01~2019.12.07,남성,솔로
5262,Evan Rachel Wood,All Is Found,9338971,Walt Disney Records,Universal Music,2019.12.01~2019.12.07,여성,솔로
5263,Sia,Snowman,9192370,"Monkey Puzzle, Atlantic",Warner Music,2019.12.01~2019.12.07,여성,솔로
5264,Naomi Scott,Speechless (Full),9133310,"Disney Enterprises,Inc.",Universal Music,2019.12.01~2019.12.07,여성,솔로
5265,헤이즈 (Heize),떨어지는 낙엽까지도,9126275,"Stone Music Entertainment, Studio blu",지니뮤직,2019.12.01~2019.12.07,여성,솔로
5266,벤 (Ben),헤어져줘서 고마워,9007836,메이저나인,지니뮤직,2019.12.01~2019.12.07,여성,솔로
5267,다비치,너에게 못했던 내 마지막 말은,8938599,Stone Music Entertainment,지니뮤직,2019.12.01~2019.12.07,여성,듀엣
5268,닐로 (Nilo),벗,8593955,리메즈,Universal Music,2019.12.01~2019.12.07,남성,솔로
5269,아이유 (IU),미리 메리 크리스마스 (Feat. 천둥),8536804,카카오 M,카카오 M,2019.12.01~2019.12.07,여성,솔로
5270,김나영,솔직하게 말해서 나,8528420,네버랜드엔터테인먼트,카카오 M,2019.12.01~2019.12.07,여성,솔로
5271,10cm,나의 어깨에 기대어요,8519030,냠냠엔터테인먼트,카카오 M,2019.12.01~2019.12.07,남성,솔로
5272,케이시 (Kassy),그때가 좋았어,8471387,넥스타엔터테인먼트,카카오 M,2019.12.01~2019.12.07,여성,솔로
5273,에이치코드 (H:CODE),꿈속에 너 (Feat. 전상근),8346761,H PERFORMANCE,퍼플파인 엔터테인먼트,2019.12.01~2019.12.07,남성,그룹
5274,V.O.S,잘 살고 있다,8263832,스튜디오 오드리,카카오 M,2019.12.01~2019.12.07,남성,그룹
5275,기리보이(Giriboy),제설,8234782,린치핀뮤직,카카오 M,2019.12.01~2019.12.07,남성,솔로
5276,잔나비,주저하는 연인들을 위해,8141223,페포니 뮤직,카카오 M,2019.12.01~2019.12.07,남성,밴드
5277,첸 (CHEN),우리 어떻게 할까요,8137681,SM Entertainment,Dreamus,2019.12.01~2019.12.07,남성,솔로
